id,Player,PTS,PPG
2253,Calbert Cheaney,7826.0,10.225744900087394
1238,Kenny Carr,7813.0,12.198671487447598
1092,Lionel Hollins,7809.0,12.294791764856885
1581,LaSalle Thompson,7806.0,10.082771450478544
1915,Harvey Grant,7781.0,11.279597619101281
1296,Wayne Cooper,7777.0,8.991511845883979
2737,Desmond Mason,7767.0,11.761523399242499
1428,Rick Mahorn,7763.0,8.277603482290083
2963,Luke Ridnour,7740.0,9.980306230963773
3149,Randy Foye,7729.0,10.37092156105942
1295,Michael Cooper,7729.0,8.885501726416765
3364,Brandon Jennings,7728.0,15.384953632547651
2202,Robert Horry,7715.0,7.214766774843005
2317,Darrell Armstrong,7712.0,11.02738794244669
926,Nate Williams,7709.0,12.154625428733693
1026,Jim Chones,7664.0,13.28397212543554
1567,Paul Pressey,7664.0,11.455601483989906
960,Kevin Porter,7645.0,11.675617117542858
2599,Matt Harpring,7645.0,12.344839920942805
474,Dave Gambee,7632.0,12.418196202531647
3347,Tyreke Evans,7631.0,16.7717805142522
2753,Morris Peterson,7628.0,11.489637102765645
1297,Dave Corzine,7615.0,9.912326778233695
3186,Rajon Rondo,7606.0,10.782581150282144
3264,Nick Young,7604.0,12.222413256091746
3271,Nicolas Batum,7600.0,12.304363877497288
204,Matt Barnes,7589.0,8.902484264622574
1985,Blue Edwards,7585.0,11.315087137188137
2592,O.J. Mayo,7574.0,13.257607187270532
3425,Greg Monroe,7572.0,14.14184663844141
1454,Rory Sparrow,7557.0,10.047336377385886
3053,Jose Calderon,7553.0,9.816508220802028
636,Howard Komives,7550.0,10.725181239660984
3378,Jeff Teague,7545.0,15.09437894243966
920,Elmore Smith,7541.0,14.510732504884551
2078,Tyrone Hill,7532.0,10.102791858319307
1883,Reggie Williams,7508.0,14.641307628082373
1883,Reggie Williams,7508.0,9.225
4405,Reggie Williams,1598.0,14.641307628082373
4405,Reggie Williams,1598.0,9.225
901,Anthony Davis,7497.0,22.19422830339623
1602,Craig Ehlo,7492.0,10.044263404321297
1457,Andrew Toney,7458.0,16.313816204371758
986,Doug Collins,7427.0,19.239340671543772
2197,LaPhonso Ellis,7410.0,12.697688650324563
3062,Channing Frye,7393.0,10.061455327395931
1086,Kevin Grevey,7364.0,12.65089748668449
2518,Derek Anderson,7357.0,12.439848671606136
412,Kenny Sears,7355.0,16.70230158551021
2046,Steve Johnson,7345.0,12.960468716620062
2547,Bobby Jackson,7344.0,10.365876274436726
118,Slater Martin*,7337.0,10.663054928674224
1968,B.J. Armstrong,7320.0,10.702072924924261
3268,Ryan Anderson,7316.0,13.504106204840497
2458,Erick Dampier,7309.0,7.776510983315735
1653,Frank Brickowski,7302.0,12.155786642499942
2941,Josh Howard,7270.0,15.601790635835732
3015,Emeka Okafor,7256.0,12.422217328869891
652,Keith Erickson,7251.0,10.500502823594495
2141,Chris Gatling,7232.0,12.347307986492366
1361,Phil Hubbard,7228.0,11.248654690364964
3361,Serge Ibaka,7227.0,11.95982134674435
3211,Wilson Chandler,7215.0,14.636912556702322
1611,Roy Hinson,7206.0,14.716404578519471
3358,Jrue Holiday,7191.0,14.311742649904776
2090,Terry Mills,7175.0,11.935800610994859
2479,Kerry Kittles,7165.0,14.15966081897148
816,Neal Walk,7157.0,13.51390143531065
3339,Darren Collison,7149.0,12.833707358809313
695,Flynn Robinson,7147.0,15.01029522400274
2640,Bonzi Wells,7147.0,12.395978617253867
626,Joe Caldwell,7127.0,15.33370191452508
674,John Block,7106.0,13.532603429346144
470,Connie Dierking,7094.0,12.021658192410491
2028,Pooh Richardson,7083.0,10.859679617424312
1648,Ron Anderson,7056.0,11.74299203180433
3281,Danilo Gallinari,7053.0,15.991563063872336
1630,Ralph Sampson*,7039.0,16.7961066029873
3290,George Hill,7039.0,12.091727467200451
3223,Marcin Gortat,7028.0,11.60805096928681
2160,Billy Owens,7026.0,13.762408705650117
734,Bob Rule,7007.0,20.968368902439025
2742,C.J. Miles,7006.0,11.006474243501382
3250,Ramon Sessions,7005.0,11.299115149474416
2710,Raja Bell,6998.0,11.086942318757442
2110,Loy Vaught,6984.0,11.826756252332396
3369,Ty Lawson,6977.0,12.694493002911457
327,Ray Felix,6974.0,11.370379273504275
2628,Ruben Patterson,6953.0,11.100265052045874
3034,Beno Udrih,6952.0,9.989986972121553
712,Jim Fox,6945.0,10.881761885982286
2015,George McCloud,6925.0,9.905559247830535
918,Curtis Rowe,6873.0,11.904488894555906
2648,Chucky Atkins,6863.0,11.276479286467488
840,Gar Heard,6828.0,8.864855569016937
2797,Eddy Curry,6820.0,13.457448800879206
2798,Samuel Dalembert,6814.0,8.144951413762389
3113,Charlie Villanueva,6808.0,11.76994464980735
3102,Nate Robinson,6807.0,12.254576144024226
2647,Rafer Alston,6799.0,12.393627425334742
768,Stu Lantz,6782.0,13.392979908445868
2956,Zaza Pachulia,6774.0,7.443535965622527
2053,Dee Brown,6758.0,12.105067542500281
488,Dee Brown,140.0,12.105067542500281
2247,Shawn Bradley,6752.0,10.103754811701096
2409,Voshon Lenard,6745.0,12.688862702183334
3049,Andrew Bogut,6733.0,10.592170597003275
31,Jack Coleman,6721.0,11.045379579970293
1373,Allen Leavell,6684.0,10.277717344733782
