,id,Player,PER,TS%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,FG%,3P%,2P%,eFG%,FT%,PPG,APG,RPG,SPG,BPG,HOF,MVP_Counts,Champions_Winners,season,Last_Season,Total_PTS
387,1404,James Donaldson,14.09,0.6241000000000001,2.9400000000000004,2.72,5.65,0.11900000000000002,-1.08,1.29,0.20999999999999996,0.5780999999999998,0.0,0.5780999999999998,0.5780999999999998,0.7403,9.445342542768689,0.8627570144656088,8.720707880803932,0.40081898138127875,1.4050291019065484,0.0,0,0,14,1991.0,8203.0
388,1405,Larry Drew,13.622222222222224,0.5115555555555555,1.377777777777778,1.2999999999999998,2.6555555555555554,0.05766666666666668,-0.6777777777777777,-1.9777777777777783,-2.6666666666666665,0.4613333333333334,0.2644444444444444,0.4723333333333334,0.4712222222222222,0.7943333333333333,12.06902890901262,5.41963579370179,1.8525191956088645,1.1656665244245021,0.06620907644272754,0.0,0,0,10,1990.0,8110.0
391,1410,Mike Gminski,16.481818181818177,0.5340909090909091,2.581818181818182,2.1636363636363636,4.7272727272727275,0.1129090909090909,-0.8,0.43636363636363645,-0.3727272727272727,0.47100000000000003,0.03811111111111111,0.4727272727272727,0.4712727272727273,0.8367272727272727,13.629420499538456,1.455073903822212,7.977390211164238,0.627004358338521,1.1664629903932588,0.0,0,0,14,1991.0,10953.0
392,1411,Darrell Griffith,14.02,0.5050999999999999,0.11000000000000001,2.08,2.2,0.04820000000000001,-0.43999999999999995,-1.0799999999999996,-1.52,0.4553,0.3128,0.47890000000000005,0.48340000000000005,0.7047000000000001,16.00330989566227,2.1100019653439634,3.2526245418751842,1.2098086445045155,0.30835679054142906,0.0,0,0,10,1991.0,12391.0
393,1412,Bill Hanzlik,11.111111111111112,0.5223333333333334,1.0999999999999999,1.588888888888889,2.6666666666666665,0.07533333333333334,-1.3444444444444443,0.35555555555555557,-0.9777777777777779,0.4352222222222222,0.16799999999999998,0.4458888888888889,0.43966666666666665,0.7806666666666666,7.414365764083407,2.787812092520301,2.7782803565157033,0.9931956584357429,0.28344051905015727,0.0,0,0,10,1990.0,5414.0
397,1424,Bill Laimbeer,15.966666666666667,0.5501666666666668,4.433333333333334,3.9249999999999994,8.366666666666667,0.14933333333333332,0.3333333333333334,1.7666666666666666,2.0749999999999997,0.4968333333333333,0.2757272727272727,0.5077499999999999,0.5069166666666666,0.8448333333333334,13.2472420106292,2.11764335001531,9.935208054612191,0.6802857280799719,0.91709372145292,0.0,0,2,14,1993.0,13790.0
399,1428,Rick Mahorn,11.581818181818182,0.5397272727272727,0.9090909090909091,3.3636363636363638,4.254545454545454,0.09827272727272728,-2.409090909090909,2.2363636363636363,-0.16363636363636358,0.4938181818181819,0.131875,0.49572727272727274,0.49418181818181817,0.7136363636363636,8.277603482290083,1.1629256927018121,7.338755741988442,0.6654380315187146,1.0884057076037583,0.0,0,1,18,1993.0,7763.0
400,1429,Wes Matthews,13.1,0.5352,0.4600000000000001,1.1,1.58,0.0528,-1.1199999999999999,-1.6,-2.7,0.4832000000000001,0.182,0.49560000000000004,0.48860000000000003,0.7771999999999999,9.649147435897437,5.086653908999498,1.5268103946706888,1.1699474610356964,0.22672347913524385,0.0,0,2,9,1986.0,3654.0
401,1432,Kevin McHale*,19.63846153846154,0.5970769230769231,5.846153846153848,2.853846153846154,8.7,0.17392307692307693,1.9230769230769231,0.25384615384615383,2.146153846153846,0.5483846153846155,0.11820000000000001,0.5522307692307693,0.549923076923077,0.7913076923076924,17.87761444845174,1.7426951277079754,7.319834780698591,0.3519339306712095,1.7174070480350054,1.0,0,3,13,1993.0,17335.0
402,1434,Johnny Moore,16.583333333333332,0.5053333333333333,2.4166666666666665,2.216666666666667,4.633333333333333,0.105,1.0333333333333334,0.0,1.0166666666666668,0.45916666666666667,0.2015,0.4785,0.47100000000000003,0.7235,10.070900809438022,8.01057754731859,3.1522577043924387,2.072117648583235,0.2414694222005539,0.0,0,0,9,1987.0,4890.0
405,1439,Mike O'Koren,11.7,0.513,0.9800000000000001,1.58,2.4999999999999996,0.0746,-1.0399999999999998,0.07999999999999999,-0.9600000000000002,0.4862,0.289,0.49800000000000005,0.4934,0.6354,8.73509925907901,2.2049060667683555,3.627156734955681,0.7537765774002787,0.23227569297407052,0.0,0,0,8,1986.0,3355.0
406,1440,Jawann Oldham,11.9,0.5329999999999999,0.2,1.1,1.3,0.049,-2.2,2.1,-0.1,0.517,0.0,0.519,0.517,0.5820000000000001,7.4423076923076925,0.7115384615384616,5.884615384615385,0.5384615384615384,2.576923076923077,0.0,0,0,10,1986.0,1455.0
407,1441,Louis Orr,13.414285714285715,0.5259999999999999,1.8142857142857143,1.9142857142857141,3.6999999999999997,0.094,-0.5714285714285714,0.19999999999999998,-0.38571428571428573,0.4665714285714286,0.07083333333333335,0.4695714285714286,0.4667142857142857,0.7887142857142857,10.133515035498673,1.5743682836998674,3.854045403771399,0.8300853415086203,0.30150803910451945,0.0,0,0,8,1987.0,5545.0
411,1452,Jerry Sichting,12.1,0.5591999999999999,2.32,1.22,3.5800000000000005,0.0884,-0.5800000000000001,-1.64,-2.22,0.5218,0.27080000000000004,0.5332,0.5276,0.8814,8.81793375323863,3.9450658893951576,1.6376420530688827,0.8504677030286786,0.03912087912087912,0.0,0,1,10,1987.0,4141.0
412,1454,Rory Sparrow,12.277777777777779,0.5101111111111112,1.2777777777777777,1.688888888888889,2.966666666666667,0.06344444444444446,-0.9555555555555555,-1.1,-2.0777777777777775,0.47344444444444445,0.23344444444444445,0.4856666666666667,0.4808888888888888,0.8007777777777778,10.047336377385886,5.466813000646745,2.2870697815185754,1.0765995447880288,0.12440047767143875,0.0,0,1,12,1991.0,7557.0
413,1457,Andrew Toney,15.933333333333332,0.5636666666666666,2.65,1.8,4.433333333333333,0.09933333333333334,0.85,-2.2500000000000004,-1.4166666666666667,0.498,0.3396666666666666,0.5098333333333334,0.5113333333333334,0.7898333333333333,16.313816204371758,4.234107949663506,2.177041662041662,0.7962751651640539,0.22592736481625372,0.0,0,1,8,1987.0,7458.0
414,1459,Kiki Vandeweghe,18.58888888888889,0.59,6.9,0.7555555555555556,7.644444444444444,0.14722222222222225,2.6999999999999997,-2.655555555555556,0.044444444444444425,0.5211111111111111,0.26866666666666666,0.5292222222222223,0.5294444444444445,0.87,22.194549193248985,2.2657700806908685,3.93904371766457,0.6300408476740738,0.3319049857738874,0.0,0,0,13,1991.0,15980.0
417,1465,Mike Woodson,15.6125,0.5296249999999999,2.35,1.75,4.125,0.089,0.42500000000000004,-1.0000000000000002,-0.575,0.472625,0.250125,0.48125,0.479,0.8180000000000001,16.162724687787232,2.6476135176596167,2.6116625510891325,1.3856383939072505,0.39202183826210885,0.0,0,0,11,1989.0,10981.0
418,1467,Mark Aguirre,18.315384615384616,0.5356923076923078,3.515384615384616,1.6153846153846154,5.161538461538462,0.11253846153846157,2.2461538461538457,-1.2999999999999998,0.9692307692307692,0.47753846153846147,0.29915384615384616,0.49469230769230776,0.4920769230769231,0.738153846153846,19.869948378726896,3.113276454293361,4.954468034930452,0.723727221079685,0.3286728513546583,0.0,0,2,13,1993.0,18458.0
419,1468,Danny Ainge,14.821428571428573,0.5557142857142857,3.278571428571428,1.7928571428571431,5.071428571428571,0.12492857142857143,2.0428571428571427,-0.8571428571428571,1.1642857142857144,0.4692142857142857,0.3501428571428572,0.5066428571428572,0.5207142857142858,0.8415,12.337114921417257,4.280924466369046,2.7958783378286673,1.1229656552310612,0.13238252662652,0.0,0,2,14,1995.0,11964.0
421,1471,Rolando Blackman,16.625,0.5530833333333335,4.816666666666667,1.25,6.116666666666667,0.11166666666666668,1.4666666666666666,-1.6666666666666663,-0.20000000000000004,0.4917500000000001,0.26066666666666666,0.49774999999999997,0.5000833333333333,0.8359166666666668,18.42906588002369,3.1328837095411206,3.4073421253709153,0.737936928254259,0.2870125620674067,0.0,0,0,13,1993.0,17623.0
423,1480,Tom Chambers,16.214285714285715,0.5381428571428571,3.371428571428571,2.307142857142857,5.664285714285716,0.11107142857142857,0.12857142857142861,-0.7642857142857142,-0.6142857142857142,0.46664285714285725,0.2382857142857143,0.4743571428571429,0.4733571428571429,0.8046428571428571,18.236231904727457,2.0777605297722985,6.104800019031253,0.8053613199429854,0.5712085214186655,0.0,0,0,16,1995.0,20049.0
430,1493,Frank Johnson,12.559999999999999,0.48579999999999995,0.38,2.1,2.4999999999999996,0.0626,-1.28,-0.64,-1.9,0.43179999999999996,0.179,0.4452,0.43740000000000007,0.7661999999999999,9.372320869451936,4.944108244527147,1.9606349584769212,1.0925916390300823,0.08144861159822206,0.0,0,0,10,1993.0,4937.0
431,1495,Albert King,12.600000000000001,0.49633333333333335,0.25,2.1333333333333337,2.4,0.05433333333333334,-1.5,-0.10000000000000005,-1.5666666666666667,0.45366666666666666,0.2591666666666667,0.4583333333333333,0.459,0.7881666666666667,12.48796040175682,2.3005751905734915,4.385117135523444,0.8483499844494884,0.40802943133601727,0.0,0,0,9,1988.0,6470.0
432,1498,Alton Lister,13.288888888888888,0.5395555555555557,0.6333333333333333,3.1333333333333333,3.788888888888889,0.09788888888888889,-2.4000000000000004,2.6555555555555554,0.23333333333333334,0.5135555555555555,0.1,0.5141111111111112,0.5137777777777778,0.5965555555555555,7.9874735265069505,1.1815656402716024,7.172540559159801,0.43522390854820847,1.853433564578551,0.0,0,0,16,1991.0,6298.0
434,1500,A.C. Green,14.213333333333333,0.5538000000000001,3.8200000000000007,2.6599999999999997,6.480000000000001,0.13053333333333336,-0.15333333333333338,0.5333333333333333,0.37999999999999995,0.4930666666666666,0.1728666666666667,0.5072666666666666,0.49953333333333333,0.7248,9.894713241888295,1.1262867728134787,7.6185808377071105,0.824228524382893,0.4447172848762847,0.0,0,3,16,2001.0,12331.0
436,1501,Danny Green,13.450000000000001,0.564,1.8499999999999999,3.1666666666666665,5.0,0.124,1.25,2.0833333333333335,3.3166666666666664,0.421,0.40149999999999997,0.4538333333333333,0.5435,0.8148333333333334,9.154656855780997,1.6923164816722978,3.5393868499395094,1.0459502431724654,0.8343617255537086,0.0,0,1,8,2017.0,4155.0
438,1504,Mike McGee,14.559999999999999,0.548,1.5000000000000002,1.14,2.6399999999999997,0.091,1.3800000000000001,-1.8,-0.45999999999999996,0.5054,0.3258,0.5336000000000001,0.54,0.5806,10.325281208783803,1.3131397957120714,2.220796477429168,0.7397263966574568,0.0889869359698863,0.0,0,2,9,1989.0,4968.0
439,1506,Larry Nance,19.783333333333335,0.5850833333333334,5.1000000000000005,3.4916666666666667,8.583333333333334,0.16666666666666666,1.758333333333333,2.233333333333333,3.974999999999999,0.5465833333333334,0.22358333333333333,0.5484166666666667,0.5469166666666667,0.7475833333333334,17.569608379230555,2.6567410948647754,8.142836810624027,0.976645342917382,2.2122957070737868,0.0,0,0,13,1993.0,15687.0
440,1507,Jeff Green,13.12,0.5262,1.1800000000000002,1.8699999999999999,3.0300000000000002,0.071,-0.8399999999999999,-0.5700000000000001,-1.43,0.4328,0.3279,0.4716,0.4767,0.8021,13.902815339808722,1.6617356355416137,4.759576682699285,0.7771469189061125,0.5162376460428224,0.0,0,0,9,2017.0,9528.0
441,1507,Kurt Nimphius,12.24,0.5208,1.5599999999999998,1.48,3.04,0.08120000000000001,-1.3800000000000001,1.4,0.0,0.4856,0.3125,0.48719999999999997,0.4862,0.6574,7.319800147539499,1.4964947491218576,5.3535145924783105,0.3759504837408004,1.4705400600558955,0.0,0,0,8,1986.0,3602.0
442,1510,Kurt Rambis,13.185714285714285,0.5762857142857143,1.385714285714286,2.514285714285714,3.857142857142857,0.11485714285714287,-0.6571428571428573,2.5285714285714285,1.8857142857142857,0.5412857142857143,0.0,0.5429999999999999,0.5412857142857143,0.6845714285714285,6.444789764724058,1.2250374135445623,6.83349820659114,1.090001544742924,0.6807810360522725,0.0,0,4,14,1990.0,4603.0
443,1511,Jeff Ruland,18.96,0.6144000000000001,3.2600000000000002,3.54,6.8,0.149,1.6,2.02,3.6599999999999993,0.563,0.1618,0.5654,0.563,0.7168,18.791090565712363,3.644243340592831,10.87181609272131,0.7968930795568647,0.8410127361075185,0.0,0,0,8,1986.0,5763.0
444,1512,Danny Schayes,13.745454545454548,0.5700909090909091,2.0909090909090913,1.8454545454545455,3.927272727272727,0.1120909090909091,-1.4272727272727275,0.5727272727272728,-0.8454545454545456,0.48327272727272724,0.037000000000000005,0.4856363636363636,0.48354545454545456,0.8074545454545455,9.260385334412227,1.3673937758249002,5.864702301148862,0.5686820792152173,0.8623384503579036,0.0,0,0,18,1998.0,8780.0
446,1515,Isiah Thomas*,17.93076923076923,0.5139230769230768,3.161538461538462,3.046153846153845,6.215384615384616,0.10438461538461538,2.246153846153846,-0.27692307692307694,1.9923076923076921,0.4498461538461538,0.2897692307692308,0.4651538461538462,0.46269230769230774,0.7595384615384616,19.011735737156783,9.188279186035247,3.519814290000961,1.8746326826548356,0.24909634533604283,1.0,0,2,13,1994.0,18822.0
447,1517,Kelly Tripucka,16.200000000000003,0.5522222222222222,3.222222222222222,1.5333333333333332,4.744444444444444,0.10066666666666667,1.0333333333333334,-1.0333333333333334,-2.4671622769447922e-17,0.471,0.33588888888888896,0.476888888888889,0.4796666666666667,0.8587777777777776,18.202366877854654,3.026255251517911,3.9362144204503022,0.980909240932173,0.2086212695586217,0.0,0,0,10,1991.0,12142.0
448,1518,Elston Turner,9.75,0.4685,0.25,1.5,1.775,0.05275,-1.9499999999999997,0.825,-1.1749999999999998,0.4425,0.11325,0.448,0.44375000000000003,0.70325,5.687229613042969,2.104886275676801,3.215519625922023,1.058858862155095,0.07404390911811003,0.0,0,0,8,1989.0,2397.0
449,1519,Darnell Valentine,14.037500000000001,0.5073749999999999,0.9749999999999999,1.6749999999999998,2.65,0.07625,-0.8874999999999998,-0.45000000000000007,-1.3499999999999999,0.43812500000000004,0.142625,0.44425,0.4425,0.792125,9.146448621890505,5.208456923008818,2.170034245936898,1.54404311776182,0.103563344689602,0.0,0,0,9,1991.0,5400.0
451,1521,Jay Vincent,15.871428571428572,0.5215714285714286,2.3428571428571425,1.5714285714285716,3.8999999999999995,0.08457142857142856,-0.1285714285714286,-1.242857142857143,-1.3857142857142857,0.4705714285714286,0.07142857142857142,0.4717142857142857,0.4705714285714286,0.7858571428571428,15.976429441118578,2.0962553140559055,5.742149588766913,0.7574016985931306,0.31736766422998197,0.0,0,0,9,1988.0,8729.0
453,1523,Buck Williams,15.193750000000003,0.586375,3.5875,3.7874999999999996,7.375,0.1358125,-0.15000000000000002,1.3437499999999998,1.2000000000000002,0.5484375000000001,0.16113333333333332,0.5492500000000001,0.5486875000000001,0.6657499999999998,13.044244017173385,1.2749736806710894,10.078901539642139,0.8360322058048176,0.8482648298705209,0.0,0,0,17,1997.0,16784.0
454,1524,Herb Williams,14.15454545454545,0.5013636363636365,0.11818181818181817,2.7454545454545456,2.854545454545454,0.05881818181818183,-2.3,1.3818181818181818,-0.8999999999999999,0.4689090909090909,0.079,0.47181818181818175,0.4691818181818182,0.6997272727272728,13.764942559325732,2.1488792304875726,7.2243319407723785,0.6481890895040417,1.7362206348561948,0.0,0,0,18,1992.0,11944.0
456,1528,Orlando Woolridge,16.358333333333334,0.5655,3.158333333333333,1.2,4.349999999999999,0.10441666666666667,0.5749999999999998,-1.1500000000000001,-0.6,0.5131666666666667,0.08174999999999999,0.5171666666666667,0.5135833333333334,0.72625,16.2126167972259,1.8866828854094784,4.406584994186743,0.6669687719352965,0.6597502886425354,0.0,0,0,13,1994.0,13623.0
459,1533,John Bagley,12.9125,0.48824999999999996,0.5375,1.6,2.1374999999999997,0.048874999999999995,-1.1625,-0.9125,-2.075,0.43937499999999996,0.195875,0.4600000000000001,0.44925,0.77125,8.98513002395394,6.415221299101027,2.7220357747088597,1.171093679706575,0.08301706879192093,0.0,0,0,11,1992.0,5802.0
460,1535,Lester Conner,14.25,0.5135,2.066666666666667,1.9333333333333333,4.0,0.09100000000000001,-0.18333333333333332,1.0999999999999999,0.9166666666666665,0.45416666666666666,0.14533333333333334,0.4613333333333334,0.4566666666666667,0.7438333333333332,7.634729689725403,4.770844758517909,3.268780576741538,1.8437766698810918,0.11437085571043239,0.0,0,0,12,1992.0,4337.0
461,1537,Terry Cummings,17.928571428571427,0.5136428571428572,3.121428571428571,3.0142857142857147,6.157142857142857,0.12542857142857144,0.7,0.0642857142857143,0.7571428571428571,0.47914285714285704,0.22015384615384617,0.48078571428571426,0.48028571428571426,0.6892142857142858,17.390264154167145,1.9657347259332016,7.673972173900851,1.111948456618148,0.5834784751788441,0.0,0,0,18,1999.0,19460.0
463,1544,Sleepy Floyd,15.88888888888889,0.5357777777777778,3.244444444444445,1.9333333333333331,5.188888888888889,0.09688888888888889,1.0777777777777782,-1.2222222222222223,-0.16666666666666666,0.44933333333333336,0.3067777777777778,0.4728888888888889,0.47755555555555557,0.8154444444444443,14.78395661570527,6.314560296164266,2.9180388303993094,1.370185347241982,0.2464922657150851,0.0,0,0,13,1992.0,12260.0
464,1547,Scott Hastings,9.850000000000001,0.527,0.45,1.35,1.8,0.0755,-2.75,1.05,-1.8,0.452,0.2855,0.4595,0.45999999999999996,0.819,4.815980392156863,0.7315686274509804,3.525294117647059,0.5074509803921569,0.5447058823529412,0.0,0,1,11,1989.0,1647.0
465,1549,Craig Hodges,12.0,0.5518571428571429,2.0,1.2142857142857146,3.185714285714286,0.09,0.6142857142857142,-1.7857142857142858,-1.1714285714285715,0.46671428571428575,0.35928571428571426,0.4865714285714286,0.5242857142857142,0.8298571428571427,9.490686015901494,2.929973246620701,1.5897556301920872,0.9173333194448701,0.04448712864132947,0.0,0,2,10,1990.0,5940.0
468,1555,Fat Lever,17.555555555555557,0.4926666666666667,3.233333333333334,3.422222222222222,6.655555555555555,0.12155555555555557,1.6,1.7777777777777777,3.3777777777777778,0.4443333333333333,0.2957777777777778,0.4512222222222222,0.4525555555555555,0.7654444444444445,14.105518861944889,6.403345182419271,6.108317374667525,2.2564196993059626,0.26980295342053595,0.0,0,0,11,1994.0,10433.0
469,1559,Mark McNamara,11.9,0.602,0.7,0.5,1.2,0.057,-0.8,-1.7,-2.5,0.621,0.0,0.621,0.621,0.471,5.542857142857143,0.44285714285714284,4.5285714285714285,0.2,0.17142857142857143,0.0,0,1,8,1984.0,980.0
470,1561,Ed Nealy,11.6,0.612,2.6,2.1,4.7,0.13699999999999998,0.2,1.4,1.5,0.595,0.0,0.595,0.595,0.614,4.439024390243903,0.7560975609756098,5.914634146341464,0.8292682926829268,0.14634146341463414,0.0,0,1,10,1983.0,1451.0
472,1563,Matt Guokas,9.3,0.51,1.45,1.05,2.5,0.065,-2.8499999999999996,-0.7000000000000001,-3.55,0.484,0.0,0.484,0.484,0.7535000000000001,6.23921200750469,2.7904940587867415,1.6167917448405253,0.6205440900562852,0.28314571607254535,0.0,0,1,10,1975.0,4285.0
473,1565,Ricky Pierce,18.450000000000003,0.5736000000000001,4.56,1.4500000000000002,5.99,0.1547,2.31,-2.1800000000000006,0.12999999999999995,0.49510000000000004,0.23680000000000004,0.5109,0.5073000000000001,0.8754,17.054717431775778,2.035887656337549,2.5073726245978394,0.8901128351466416,0.17016911068691803,0.0,0,0,16,1996.0,14467.0
475,1567,Paul Pressey,15.5,0.546888888888889,2.4333333333333336,2.9666666666666663,5.422222222222222,0.11822222222222223,0.7555555555555556,1.6,2.355555555555555,0.48566666666666664,0.22222222222222227,0.5024444444444445,0.49277777777777776,0.7397777777777778,11.455601483989906,5.468174993056379,4.075908873146694,1.4717487124393855,0.6156570936747995,0.0,0,0,11,1991.0,7664.0
476,1570,Mike Sanders,11.700000000000001,0.5103333333333334,0.6666666666666666,1.4666666666666668,2.1333333333333333,0.06316666666666668,-1.6500000000000001,-0.44999999999999996,-2.1,0.47400000000000003,0.23750000000000002,0.4796666666666667,0.47700000000000004,0.7705000000000001,8.567053037275658,1.4688775118883266,3.1171623331799356,0.7464728102469703,0.37005100475533054,0.0,0,0,11,1993.0,5162.0
478,1578,Terry Teagle,13.785714285714286,0.5055714285714286,0.8571428571428571,0.9285714285714286,1.8285714285714285,0.04814285714285715,-1.2428571428571427,-2.1285714285714286,-3.371428571428571,0.46185714285714285,0.16228571428571428,0.46642857142857136,0.4634285714285714,0.7848571428571429,12.55179618243434,1.4943656410412172,2.9367166968236127,0.8444002817541074,0.2096522477411218,0.0,0,0,11,1992.0,7982.0
479,1581,LaSalle Thompson,14.339999999999998,0.5393,0.9200000000000003,2.2499999999999996,3.1699999999999995,0.084,-1.64,1.4,-0.22999999999999998,0.4952,0.1142857142857143,0.4967,0.4957999999999999,0.7550000000000001,10.082771450478544,1.3738511766908277,8.177493616029093,0.8874937113122396,1.1850566280825967,0.0,0,0,15,1992.0,7806.0
480,1584,Trent Tucker,12.822222222222221,0.5235555555555557,1.8777777777777775,1.5111111111111113,3.3777777777777773,0.10144444444444442,0.6888888888888889,-0.41111111111111115,0.3111111111111111,0.45799999999999996,0.41511111111111115,0.47266666666666673,0.508,0.7412222222222223,8.606586929174306,2.140093174469805,2.112231833932408,0.9574083714928785,0.12045898613452083,0.0,0,1,11,1991.0,6236.0
482,1590,James Worthy*,17.491666666666664,0.5569166666666666,4.283333333333333,2.4666666666666672,6.774999999999999,0.12325000000000001,1.5916666666666666,-0.15833333333333335,1.45,0.5203333333333333,0.152,0.5291666666666667,0.5247499999999999,0.7669166666666666,17.70955773568748,3.0586428335666143,5.0981985294891805,1.1312311974761162,0.668941056810298,1.0,0,3,12,1994.0,16320.0
483,1593,Thurl Bailey,14.299999999999999,0.5243636363636365,1.3363636363636362,2.6181818181818186,3.954545454545455,0.0840909090909091,-1.8727272727272728,0.2545454545454545,-1.6090909090909093,0.47490909090909095,0.19255555555555556,0.4760909090909091,0.4751818181818182,0.8089999999999999,13.108865685009933,1.4201224752669732,5.186546304038136,0.4789902705413962,1.190997875827842,0.0,0,0,12,1994.0,11834.0
484,1594,Randy Breuer,13.485714285714284,0.5008571428571428,0.7142857142857143,2.0285714285714285,2.728571428571428,0.0842857142857143,-2.2285714285714286,1.3571428571428572,-0.8571428571428573,0.4721428571428571,0.0,0.4725714285714285,0.4721428571428571,0.6130000000000001,7.849338568448485,1.1097867769496226,4.98306874103107,0.530460879939086,1.2333751453490573,0.0,0,0,11,1992.0,4599.0
486,1601,Clyde Drexler*,20.8375,0.5455625000000002,5.362499999999999,3.1250000000000004,8.475000000000001,0.17106250000000003,4.34375,1.4437499999999999,5.7875,0.46643750000000006,0.28700000000000003,0.4949375,0.4935,0.7864375,20.465144649775834,5.593782032781082,6.194500224375558,2.00761401732725,0.6537207813553122,1.0,0,1,15,1998.0,22195.0
487,1602,Craig Ehlo,13.700000000000001,0.5284444444444444,1.8111111111111111,2.5222222222222226,4.322222222222222,0.09877777777777777,0.5111111111111111,0.8111111111111111,1.333333333333333,0.4577777777777778,0.3751111111111111,0.48644444444444446,0.5068888888888889,0.6886666666666666,10.044263404321297,3.25274167567334,4.0719967980382155,1.2878058659457976,0.27566490547013967,0.0,0,0,14,1996.0,7492.0
488,1603,Dale Ellis,15.739999999999998,0.5620666666666666,4.233333333333333,1.16,5.393333333333333,0.11233333333333335,2.2533333333333334,-2.2800000000000002,-0.01333333333333333,0.47226666666666667,0.40520000000000006,0.4984,0.5325333333333334,0.7797333333333333,15.914389399775121,1.4423053407860065,3.534704014793493,0.8090492504999428,0.1521537318022877,0.0,0,0,17,1999.0,19004.0
490,1610,Derek Harper,15.63125,0.5341875,3.35625,2.0625,5.425,0.108375,1.6625,-0.7250000000000001,0.9437500000000002,0.46024999999999994,0.33312500000000006,0.4901875,0.5005624999999999,0.7440625000000001,13.189093733799792,5.454482417355052,2.358899271556401,1.5992534309228443,0.24594261253767727,0.0,0,0,16,1999.0,16006.0
491,1611,Roy Hinson,14.6,0.547,2.1333333333333333,2.4166666666666665,4.55,0.09333333333333332,-1.4166666666666667,0.6666666666666666,-0.75,0.4988333333333334,0.0,0.49950000000000006,0.4988333333333334,0.7251666666666666,14.716404578519471,1.0260777706461275,6.984865746683783,0.6264816003423191,1.7581167094565682,0.0,0,0,8,1989.0,7206.0
492,1612,Charles Jones,8.875,0.508875,0.35,2.1375,2.4875,0.078625,-3.325,4.35,1.0250000000000001,0.476,0.0,0.47825,0.476,0.6142500000000001,2.6396905435052944,0.9427787995193466,4.800254179492479,0.7045165095469541,1.7012806863239955,0.0,0,1,15,1993.0,1826.0
493,1614,Greg Kite,7.366666666666667,0.4716666666666667,-0.16666666666666666,1.5999999999999999,1.3999999999999997,0.038,-3.8333333333333335,1.7333333333333334,-2.0666666666666664,0.45333333333333337,0.5,0.453,0.454,0.5333333333333333,3.7410588190388947,0.8003486138147767,6.0213080651933275,0.38605481125233787,0.8325938012901255,0.0,0,2,12,1992.0,1717.0
494,1618,Jeff Malone,15.181818181818182,0.5333636363636365,3.1363636363636362,1.5636363636363635,4.70909090909091,0.08827272727272727,0.23636363636363641,-2.3000000000000003,-2.0727272727272728,0.4846363636363636,0.23472727272727276,0.4894545454545453,0.48736363636363633,0.8693636363636362,19.545130013683686,2.428797114973336,2.6343600237490303,0.6399054830734194,0.11976756675464784,0.0,0,0,13,1994.0,17231.0
495,1620,Rodney McCray,13.889999999999997,0.5483,3.29,2.32,5.589999999999999,0.10130000000000002,0.049999999999999954,1.1199999999999999,1.1699999999999997,0.4967,0.1766,0.5034,0.5010000000000001,0.7523000000000001,11.543838465751012,3.5327385459343654,6.5530440286258145,0.7511715163046985,0.6296080631074052,0.0,0,1,10,1993.0,9014.0
496,1624,John Paxson,11.9,0.5475555555555557,2.8,1.1111111111111112,3.9000000000000004,0.1001111111111111,-0.32222222222222224,-2.322222222222222,-2.622222222222222,0.49755555555555553,0.3528888888888889,0.5224444444444445,0.5254444444444444,0.8148888888888889,7.538946010415178,3.6508176623052933,1.211005975996399,0.7146859504692196,0.05661515443911295,0.0,0,3,11,1993.0,5560.0
498,1628,Doc Rivers,16.40909090909091,0.5335454545454545,3.1363636363636362,2.7545454545454544,5.881818181818181,0.13627272727272727,1.6727272727272728,1.3818181818181818,3.0727272727272723,0.4448181818181819,0.2760909090909091,0.46381818181818185,0.46845454545454557,0.7880909090909092,11.446379619474003,5.913514201046175,3.180187526228828,1.9196414702963522,0.4136233278082376,0.0,0,0,13,1996.0,9377.0
499,1629,Fred Roberts,12.4875,0.5725,1.6625,1.1375,2.8124999999999996,0.08662500000000001,-0.9624999999999999,-0.44999999999999996,-1.4,0.5078750000000001,0.21674999999999997,0.514875,0.513,0.796625,7.898700084452753,1.3214610916637817,3.1269630434990385,0.5631993350486502,0.347742545363337,0.0,0,0,13,1993.0,5962.0
500,1630,Ralph Sampson*,16.240000000000002,0.5202000000000001,0.78,3.34,4.1,0.08280000000000001,-1.26,1.52,0.26000000000000006,0.4901999999999999,0.1516,0.49260000000000004,0.49099999999999994,0.651,16.7961066029873,2.4709566865040857,9.269423464055652,0.9066114502094363,1.6997083768788628,1.0,0,0,9,1989.0,7039.0
501,1631,Byron Scott,15.37857142857143,0.555142857142857,3.335714285714286,2.0285714285714285,5.378571428571428,0.11707142857142858,1.0,-0.8428571428571427,0.17142857142857149,0.4749999999999999,0.3645714285714286,0.49714285714285716,0.5104285714285715,0.8287857142857142,14.01640061436384,2.5394355076522364,2.759449977891886,1.1336461748193705,0.25574060195425935,0.0,0,3,14,1997.0,15097.0
503,1633,Jon Sundvold,12.5,0.5053333333333333,0.9,0.3999999999999999,1.3166666666666667,0.04650000000000001,-1.1333333333333333,-3.766666666666666,-4.916666666666667,0.45616666666666666,0.3621666666666667,0.4696666666666667,0.48100000000000004,0.8450000000000001,8.21239160630144,3.2505225555365516,1.1400498278175448,0.45882352552800837,0.013427446848075375,0.0,0,0,9,1989.0,3886.0
